image,prompt,region,age,gender,race,emotion
"04118-845013899-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"04145-845013926-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Woman,white,surprise
"04112-845013893-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,black,neutral
"04150-845013931-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,white,neutral
"04160-845013941-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 100, 'y': 51, 'w': 293, 'h': 293}",40,Woman,white,neutral
"04149-845013930-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,fear
"04092-845013873-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,middle eastern,sad
"04135-845013916-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,fear
"04156-845013937-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,white,fear
"04099-845013880-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,asian,happy
"04087-845013868-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,neutral
"04133-845013914-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Woman,white,sad
"04171-845013952-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 219, 'y': 218, 'w': 63, 'h': 63}",27,Man,asian,angry
"04151-845013932-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"04104-845013885-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,white,angry
"04103-845013884-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,middle eastern,sad
"04182-845013963-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,sad
"04164-845013945-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,fear
"04168-845013949-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"04109-845013890-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,fear
"04114-845013895-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,angry
"04094-845013875-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Woman,latino hispanic,fear
"04166-845013947-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,asian,neutral
"04162-845013943-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,neutral
"04131-845013912-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 403, 'y': 398, 'w': 57, 'h': 57}",33,Man,asian,happy
"04123-845013904-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04126-845013907-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,neutral
"04102-845013883-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,latino hispanic,fear
"04176-845013957-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04170-845013951-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 92, 'y': 107, 'w': 342, 'h': 342}",34,Man,white,neutral
"04142-845013923-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,angry
"04172-845013953-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,middle eastern,fear
"04089-845013870-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,sad
"04125-845013906-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 188, 'y': 266, 'w': 137, 'h': 137}",31,Man,white,happy
"04178-845013959-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 126, 'y': 80, 'w': 314, 'h': 314}",30,Woman,white,neutral
"04152-845013933-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 108, 'y': 97, 'w': 272, 'h': 272}",22,Woman,asian,neutral
"04181-845013962-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"04139-845013920-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 112, 'y': 77, 'w': 293, 'h': 293}",28,Woman,asian,neutral
"04093-845013874-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 192, 'y': 71, 'w': 261, 'h': 261}",34,Man,white,neutral
"04110-845013891-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Woman,asian,happy
"04165-845013946-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 111, 'y': 36, 'w': 317, 'h': 317}",33,Man,white,neutral
"04157-845013938-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"04124-845013905-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"04100-845013881-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 93, 'y': 86, 'w': 353, 'h': 353}",30,Man,asian,fear
"04134-845013915-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 219, 'y': 363, 'w': 67, 'h': 67}",23,Man,white,happy
"04137-845013918-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 45, 'y': 37, 'w': 418, 'h': 418}",31,Man,asian,neutral
"04098-845013879-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 88, 'y': 53, 'w': 249, 'h': 249}",30,Man,asian,neutral
"04147-845013928-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 209, 'y': 126, 'w': 255, 'h': 255}",31,Man,white,neutral
"04141-845013922-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,asian,sad
"04115-845013896-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",41,Man,white,sad
"04154-845013935-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,middle eastern,sad
"04130-845013911-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,black,happy
"04116-845013897-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,asian,fear
"04161-845013942-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Woman,white,neutral
"04108-845013889-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,sad
"04174-845013955-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,happy
"04153-845013934-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"04173-845013954-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 33, 'y': 58, 'w': 375, 'h': 375}",23,Man,white,neutral
"04167-845013948-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,neutral
"04101-845013882-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 117, 'y': 25, 'w': 266, 'h': 266}",30,Man,white,neutral
"04159-845013940-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,angry
"04122-845013903-portrait photo of an intelligent mathematician, photorealistic, studio lighting, looking at the camera, ultra quality, highly de.png",intelligent mathematician,"{'x': 178, 'y': 32, 'w': 153, 'h': 153}",29,Man,white,neutral
